candidate_id,fold,days,trades,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,payoff_ratio,profit_factor,exposure,max_abs_net_exposure,turnover
sig-continuation-l40-q05-c3__risk-k1-r16-x20-s0.75-a2-t2.5,1,54,106,-0.02582974704197727,-0.11496040979356126,0.02747696362337807,-4.430003347803927,0.028685100997312585,0.2358490566037736,1.767409092860254,0.5454966335988438,0.1116564417177914,0.2,42.412565922118326
sig-continuation-l40-q05-c3__risk-k1-r16-x20-s0.75-a3-t3,1,54,106,-0.026896701694211322,-0.11947489786133414,0.02797545476559135,-4.533290858933729,0.029749943600008932,0.2358490566037736,1.7065804786017824,0.5267223699388216,0.11200701139351446,0.2,42.411498433721896
sig-continuation-l40-q05-c3__risk-k1-r16-x20-s1-a2-t2.5,1,54,104,-0.03310596692365564,-0.1453897306395323,0.025354286462909468,-6.182200212817047,0.037918422951503716,0.25,1.4720818372448603,0.49069394574828673,0.13961437335670465,0.2,41.61581901485488
sig-continuation-l40-q05-c3__risk-k1-r16-x20-s1-a3-t3,1,54,104,-0.0337535586842701,-0.14805759681835362,0.02583652830948929,-6.187278047238249,0.03856482280149798,0.25,1.4421939558434451,0.4807313186144817,0.13996494303242768,0.2,41.615171099136404
sig-continuation-l40-q05-c3__risk-k1-r16-x30-s0.75-a2-t2.5,1,54,106,-0.038744620562965904,-0.16840030419609442,0.04147960110688605,-4.423694313508488,0.04298510672867084,0.2358490566037736,1.7674090928602542,0.5454966335988438,0.1674846625766871,0.3,63.618848883177485
sig-continuation-l40-q05-c3__risk-k1-r16-x30-s0.75-a3-t3,1,54,106,-0.04034505254131704,-0.17484190553538537,0.042243167944533346,-4.526934131277069,0.04458079129434245,0.2358490566037736,1.7065804786017822,0.5267223699388216,0.16801051709027168,0.3,63.61724765058284
sig-continuation-l40-q05-c3__risk-k1-r16-x30-s1-a2-t2.5,1,54,104,-0.0496589503854834,-0.21155582679847773,0.03834016434131501,-6.177858868831487,0.056825340118938916,0.25,1.47208183724486,0.49069394574828673,0.20942156003505696,0.3,62.423728522282325
sig-continuation-l40-q05-c3__risk-k1-r16-x30-s1-a3-t3,1,54,104,-0.05063033802640504,-0.21530967711304805,0.03907326398386981,-6.183258715360792,0.057794048426658584,0.25,1.4421939558434451,0.4807313186144817,0.20994741454864152,0.3,62.42275664870461
sig-continuation-l40-q05-c3__risk-k1-r32-x20-s0.75-a2-t2.5,1,54,57,-0.01918684808319604,-0.08644231177817507,0.021155021593979733,-4.26248504853437,0.020399170546403278,0.19298245614035087,1.7452454038833332,0.41734129223297095,0.0600350569675723,0.2,22.80025654020244
sig-continuation-l40-q05-c3__risk-k1-r32-x20-s0.75-a3-t3,1,54,57,-0.020761091423717404,-0.09326491857833308,0.0218915581919865,-4.460658066464928,0.021971468062115362,0.19298245614035087,1.5773911527908935,0.3772022321891267,0.06432953549517967,0.2,22.797690022612134
sig-continuation-l40-q05-c3__risk-k1-r32-x20-s1-a2-t2.5,1,54,56,-0.022475685883392327,-0.10065017829638556,0.022497450480180117,-4.703305616595392,0.024524533464027165,0.21428571428571427,1.5151480727017934,0.4132222016459436,0.07493426818580193,0.2,22.40322321483127
sig-continuation-l40-q05-c3__risk-k1-r32-x20-s1-a3-t3,1,54,56,-0.023236990199465124,-0.10391414749291061,0.022018561306052373,-4.971134491082171,0.024916709324036113,0.23214285714285715,1.2775074096509216,0.3862231703595809,0.07957931638913233,0.2,22.40164550237976
sig-continuation-l40-q05-c3__risk-k1-r32-x30-s0.75-a2-t2.5,1,54,57,-0.02878027212479417,-0.12740046220980483,0.03181244703583618,-4.267047528365234,0.03057985688490439,0.19298245614035087,1.7452454038833336,0.4173412922329711,0.09005258545135846,0.3,34.20038481030366
sig-continuation-l40-q05-c3__risk-k1-r32-x30-s0.75-a3-t3,1,54,57,-0.03114163713557616,-0.1372571593004247,0.032932352056212935,-4.465613307692687,0.032936846493947236,0.19298245614035087,1.5773911527908937,0.37720223218912674,0.09649430324276949,0.3,34.196535033918195
sig-continuation-l40-q05-c3__risk-k1-r32-x30-s1-a2-t2.5,1,54,56,-0.0337135288250886,-0.1478928768857628,0.033854456649545936,-4.709259142516973,0.03676407929396064,0.21428571428571427,1.515148072701793,0.41322220164594353,0.11240140227870289,0.3,33.60483482224691
sig-continuation-l40-q05-c3__risk-k1-r32-x30-s1-a3-t3,1,54,56,-0.0348554852991978,-0.15258212963555506,0.033147568492204085,-4.976766053387515,0.03735197975028093,0.23214285714285715,1.2775074096509216,0.3862231703595809,0.1193689745836985,0.3,33.60246825356964
sig-continuation-l40-q05-c3__risk-k2-r16-x20-s0.75-a2-t2.5,1,54,200,-0.02485850548377222,-0.11083510859320178,0.01820283723142185,-6.443093221127624,0.025582891198590585,0.235,1.7464587038778747,0.5364938502108504,0.111898959112082,0.2,42.4405287608668
sig-continuation-l40-q05-c3__risk-k2-r16-x20-s0.75-a3-t3,1,54,200,-0.026380540018737353,-0.11729318466965521,0.01828102015531738,-6.814021367864678,0.027103795087305094,0.235,1.662810254336869,0.5107979212668813,0.11215430063090533,0.2,42.439594370941094
sig-continuation-l40-q05-c3__risk-k2-r16-x20-s1-a2-t2.5,1,54,197,-0.027055477298616792,-0.12014515807313064,0.017249136931749055,-7.410210163795744,0.02770135919672645,0.25888324873096447,1.5634546091527965,0.5461382538821412,0.133198145008382,0.2,41.8426178962455
sig-continuation-l40-q05-c3__risk-k2-r16-x20-s1-a3-t3,1,54,197,-0.02853598332167384,-0.12637573541455438,0.01737718583637003,-7.764226635458565,0.02918111710962168,0.25888324873096447,1.5007897919781967,0.5242484889786853,0.13345348652720532,0.2,41.841874932608185
sig-continuation-l40-q05-c3__risk-k2-r16-x30-s0.75-a2-t2.5,1,54,200,-0.03728775822565833,-0.16250226707541915,0.02747048779598056,-6.439781269727963,0.038360088865381003,0.235,1.746458703877875,0.5364938502108504,0.167848438668123,0.3,63.66079314130019
sig-continuation-l40-q05-c3__risk-k2-r16-x30-s0.75-a3-t3,1,54,200,-0.03957081002810592,-0.17173056023527766,0.02760377757695697,-6.809660193147321,0.04064059765830441,0.235,1.6628102543368695,0.5107979212668815,0.168231450946358,0.3,63.65939155641163
sig-continuation-l40-q05-c3__risk-k2-r16-x30-s1-a2-t2.5,1,54,197,-0.04058321594792513,-0.17579713183590617,0.0260621005558557,-7.40273325556992,0.04154154317733916,0.25888324873096447,1.563454609152796,0.5461382538821411,0.19979721751257298,0.3,62.76392684436824
sig-continuation-l40-q05-c3__risk-k2-r16-x30-s1-a3-t3,1,54,197,-0.04280397498251076,-0.18466240117027855,0.02626962722499842,-7.7553963447337955,0.0437606193892317,0.25888324873096447,1.5007897919781967,0.5242484889786853,0.20018022979080796,0.3,62.762812398912274
sig-continuation-l40-q05-c3__risk-k2-r32-x20-s0.75-a2-t2.5,1,54,104,-0.019395933678373112,-0.08735078233698756,0.015636758520772735,-5.836696615500542,0.020758587528526995,0.20192307692307693,1.6250016336278752,0.4111449916407877,0.06713496968223215,0.2,23.138658302764554
sig-continuation-l40-q05-c3__risk-k2-r32-x20-s0.75-a3-t3,1,54,104,-0.021000633606041097,-0.09429955025419001,0.016222716710660848,-6.096261290898581,0.022361057554637465,0.20192307692307693,1.4699977574019976,0.3719271434390596,0.06893151266316244,0.2,23.137242697136486
sig-continuation-l40-q05-c3__risk-k2-r32-x20-s1-a2-t2.5,1,54,102,-0.024561513474309793,-0.10957063807495993,0.01749833717197105,-6.622018428894161,0.025961129572373176,0.22549019607843138,1.2820895084272073,0.3732665657446299,0.0743173464443725,0.2,22.740207230280276
sig-continuation-l40-q05-c3__risk-k2-r32-x20-s1-a3-t3,1,54,102,-0.025850462744146707,-0.11504823462856029,0.017495313015489622,-6.975702681177823,0.02712599218960421,0.23529411764705882,1.115119368996314,0.3431136519988658,0.07629033306724797,0.2,22.739381512367146
sig-continuation-l40-q05-c3__risk-k2-r32-x30-s0.75-a2-t2.5,1,54,104,-0.029093900517559668,-0.12871466541347032,0.023537775822212635,-5.840648451811758,0.031116261612052498,0.20192307692307693,1.625001633627875,0.41114499164078766,0.10070245452334821,0.3,34.70798745414683
sig-continuation-l40-q05-c3__risk-k2-r32-x30-s0.75-a3-t3,1,54,104,-0.031500950409061645,-0.13874928643238182,0.024427267041856975,-6.101056094355143,0.033518297708651335,0.20192307692307693,1.4699977574019976,0.37192714343905964,0.10339726899474364,0.3,34.70586404570473
sig-continuation-l40-q05-c3__risk-k2-r32-x30-s1-a2-t2.5,1,54,102,-0.0368422702114648,-0.16069218451288947,0.02636616610141073,-6.628760582228865,0.03891621635032694,0.22549019607843138,1.282089508427207,0.37326656574462985,0.11147601966655875,0.3,34.11031084542041
sig-continuation-l40-q05-c3__risk-k2-r32-x30-s1-a3-t3,1,54,102,-0.03877569411622006,-0.16852574750433646,0.026371896813223876,-6.982638574929744,0.040662367090963825,0.23529411764705882,1.1151193689963137,0.34311365199886573,0.11443549960087195,0.3,34.10907226855072
