signal_id,worst_payoff,worst_return,turnover
sig-continuation-l40-q05-c3,1.2924079188364543,-0.03514591797830202,119.21359320885907
sig-continuation-l40-q05-c2,1.2805049130322959,-0.034721606358931734,122.2980174966696
sig-continuation-l20-q05-c2,1.1456833391902626,-0.03737922867858334,126.21644883397087
sig-continuation-l20-q05-c3,1.1456833391902626,-0.03740843805349947,125.99632600846232
