run_id,symbol,raw_rows,start_time,end_time,zero_volume_fraction,time_gap_boundaries,zero_volume_boundaries,price_jump_boundaries,segment_count,status,reason,aggregated_15m_rows,partial_15m_windows
de9d776038c3422fa5da733e70116c0d,SH_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,4,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,SI_IDX,9135,2025-10-16T09:05:00,2026-08-13T15:00:00,0.0,608,0,0,609,INCLUDED,,3045,0
de9d776038c3422fa5da733e70116c0d,SM_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,605,0,0,606,INCLUDED,,3030,0
de9d776038c3422fa5da733e70116c0d,SN_IDX,25356,2025-10-16T21:05:00,2026-08-13T23:15:00,0.0,1022,0,48,1030,INCLUDED,,8120,642
de9d776038c3422fa5da733e70116c0d,SP_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,0,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,SR_IDX,13977,2025-10-16T21:05:00,2026-08-13T23:00:00,0.0,812,0,0,813,INCLUDED,,4659,0
de9d776038c3422fa5da733e70116c0d,SS_IDX,18546,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,0,803,INCLUDED,,6182,0
de9d776038c3422fa5da733e70116c0d,TA_IDX,20413,2025-10-16T21:05:00,2026-08-13T23:00:00,0.0,1185,0,116,1206,INCLUDED,,6381,877
de9d776038c3422fa5da733e70116c0d,TF_IDX,10302,2025-10-16T09:35:00,2026-08-12T15:15:00,0.0,403,0,0,404,INCLUDED,,3434,0
de9d776038c3422fa5da733e70116c0d,TL_IDX,10302,2025-10-16T09:35:00,2026-08-12T15:15:00,0.0,403,0,0,404,INCLUDED,,3434,0
de9d776038c3422fa5da733e70116c0d,TS_IDX,10302,2025-10-16T09:35:00,2026-08-12T15:15:00,0.0,403,0,0,404,INCLUDED,,3434,0
de9d776038c3422fa5da733e70116c0d,T_IDX,10302,2025-10-16T09:35:00,2026-08-12T15:15:00,0.0,403,0,0,404,INCLUDED,,3434,0
de9d776038c3422fa5da733e70116c0d,UR_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,605,0,3,606,INCLUDED,,3030,0
de9d776038c3422fa5da733e70116c0d,V-F_IDX,12966,2025-10-30T21:05:00,2026-08-13T15:00:00,0.018124325158105817,874,417,4,1268,INCLUDED,,4058,627
de9d776038c3422fa5da733e70116c0d,V_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,3,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,WR_IDX,9045,2025-10-16T09:05:00,2026-08-12T15:00:00,0.5409618573797679,602,6512,0,6707,EXCLUDED,ZERO_VOLUME_FRACTION,0,0
de9d776038c3422fa5da733e70116c0d,Y_IDX,13977,2025-10-16T21:05:00,2026-08-13T23:00:00,0.0,812,0,1,813,INCLUDED,,4659,0
de9d776038c3422fa5da733e70116c0d,ZN_IDX,18665,2025-10-16T21:05:00,2026-08-13T23:15:00,0.00021430484864720065,811,8,0,816,INCLUDED,,6217,10
