time,symbol,side,lots,price,pnl,cost
2026-04-30 13:45:00,P_IDX,CLOSE_SHORT,,,60.0,49.726
2026-04-30 13:45:00,SR_IDX,CLOSE_SHORT,,,390.0,38.118
2026-04-30 13:45:00,JM_IDX,OPEN_LONG,2.0,1267.0,,
2026-04-30 13:45:00,RU_IDX,OPEN_LONG,1.0,17605.0,,
2026-04-30 13:45:00,AL_IDX,OPEN_LONG,1.0,24665.0,,
2026-04-30 13:45:00,FG_IDX,OPEN_SHORT,9.0,1031.0,,
2026-04-30 13:45:00,SI_IDX,OPEN_SHORT,4.0,8700.0,,
2026-04-30 13:45:00,CF_IDX,OPEN_SHORT,2.0,16360.0,,
2026-05-01 00:00:00,AL_IDX,STOP_LOSS_LONG,,,-1350.0,28.65925
2026-05-01 11:00:00,FG_IDX,STOP_LOSS_SHORT,,,-1980.0,198.756
2026-05-01 14:45:00,CF_IDX,STOP_LOSS_SHORT,,,-1850.0,59.927
2026-05-06 09:15:00,SI_IDX,STOP_LOSS_SHORT,,,-2200.0,110.572
2026-05-06 10:45:00,HC_IDX,CLOSE_LONG,,,5300.0,67.39
2026-05-06 10:45:00,JM_IDX,CLOSE_LONG,,,6540.0,83.787
2026-05-06 10:45:00,ZN_IDX,OPEN_LONG,1.0,24160.0,,
2026-05-06 10:45:00,JM_IDX,OPEN_SHORT,2.0,1321.5,,
2026-05-06 10:45:00,C_IDX,OPEN_SHORT,8.0,2429.0,,
2026-05-06 10:45:00,SR_IDX,OPEN_SHORT,3.0,5443.0,,
2026-05-06 10:45:00,P_IDX,OPEN_SHORT,2.0,9906.0,,
2026-05-08 10:00:00,RU_IDX,CLOSE_LONG,,,1600.0,64.212
2026-05-08 10:00:00,ZN_IDX,CLOSE_LONG,,,100.0,28.627
2026-05-08 10:00:00,JM_IDX,CLOSE_SHORT,,,4020.0,83.184
2026-05-08 10:00:00,C_IDX,CLOSE_SHORT,,,4000.0,87.61280000000001
2026-05-08 10:00:00,P_IDX,CLOSE_SHORT,,,3880.0,49.712
2026-05-08 10:00:00,Y_IDX,OPEN_LONG,2.0,8562.0,,
2026-05-08 10:00:00,JM_IDX,OPEN_LONG,2.0,1288.0,,
2026-05-08 10:00:00,CF_IDX,OPEN_SHORT,2.0,16755.0,,
2026-05-08 13:40:00,JM_IDX,CLOSE_LONG,,,120.0,83.202
2026-05-08 13:40:00,CF_IDX,CLOSE_SHORT,,,850.0,60.002
2026-05-08 13:40:00,AL_IDX,OPEN_LONG,1.0,24380.0,,
2026-05-08 13:40:00,P_IDX,OPEN_LONG,2.0,9738.0,,
2026-05-08 13:40:00,FG_IDX,OPEN_SHORT,9.0,1067.0,,
2026-05-08 13:40:00,HC_IDX,OPEN_SHORT,5.0,3482.0,,
2026-05-08 13:40:00,I_IDX,OPEN_SHORT,2.0,815.5,,
2026-05-08 14:25:00,FG_IDX,STOP_LOSS_SHORT,,,-1980.0,199.404
2026-05-09 13:45:00,Y_IDX,STOP_LOSS_LONG,,,-1900.0,48.467
2026-05-11 01:55:00,I_IDX,STOP_LOSS_SHORT,,,-1700.0,116.48
2026-05-11 21:30:00,P_IDX,STOP_LOSS_LONG,,,-2020.0,49.637
2026-05-12 23:00:00,SR_IDX,STOP_LOSS_SHORT,,,-1680.0,38.2485
2026-05-13 09:45:00,AL_IDX,CLOSE_LONG,,,1375.0,28.69825
2026-05-13 09:45:00,SI_IDX,OPEN_LONG,4.0,8640.0,,
2026-05-13 09:45:00,CF_IDX,OPEN_LONG,2.0,16525.0,,
2026-05-13 09:45:00,P_IDX,OPEN_LONG,2.0,9666.0,,
2026-05-13 09:45:00,ZN_IDX,OPEN_LONG,1.0,24410.0,,
2026-05-13 09:45:00,FG_IDX,OPEN_SHORT,9.0,1059.0,,
2026-05-13 09:45:00,RU_IDX,OPEN_SHORT,1.0,17955.0,,
2026-05-13 09:45:00,C_IDX,OPEN_SHORT,8.0,2360.0,,
2026-05-13 11:15:00,P_IDX,STOP_LOSS_LONG,,,-2140.0,49.559
2026-05-14 11:15:00,RU_IDX,STOP_LOSS_SHORT,,,-2300.0,64.548
2026-05-14 11:30:00,SI_IDX,CLOSE_LONG,,,400.0,110.392
2026-05-14 11:30:00,CF_IDX,CLOSE_LONG,,,-750.0,59.870000000000005
2026-05-14 11:30:00,ZN_IDX,CLOSE_LONG,,,1950.0,28.72
2026-05-14 11:30:00,FG_IDX,CLOSE_SHORT,,,360.0,199.026
2026-05-14 11:30:00,C_IDX,CLOSE_SHORT,,,-1360.0,87.60640000000001
2026-05-14 11:30:00,RU_IDX,OPEN_LONG,1.0,18225.0,,
2026-05-14 11:30:00,SR_IDX,OPEN_LONG,3.0,5485.0,,
2026-05-14 11:30:00,JM_IDX,OPEN_LONG,2.0,1260.0,,
2026-05-14 11:30:00,ZN_IDX,OPEN_SHORT,1.0,24800.0,,
2026-05-14 11:30:00,Y_IDX,OPEN_SHORT,2.0,8534.0,,
2026-05-14 11:30:00,CF_IDX,OPEN_SHORT,2.0,16450.0,,
2026-05-14 13:10:00,JM_IDX,STOP_LOSS_LONG,,,-2280.0,82.338
2026-05-15 10:45:00,RU_IDX,STOP_LOSS_LONG,,,-2150.0,64.408
2026-05-15 14:40:00,SR_IDX,CLOSE_LONG,,,1050.0,38.28
2026-05-15 14:40:00,CF_IDX,CLOSE_SHORT,,,150.0,59.861000000000004
2026-05-15 14:40:00,RU_IDX,OPEN_LONG,1.0,17885.0,,
2026-05-15 14:40:00,M_IDX,OPEN_LONG,6.0,2975.0,,
2026-05-15 14:40:00,SR_IDX,OPEN_SHORT,3.0,5520.0,,
2026-05-15 21:15:00,ZN_IDX,STOP_LOSS_SHORT,,,-1450.0,28.7635
2026-05-16 09:15:00,RU_IDX,STOP_LOSS_LONG,,,-2250.0,64.128
2026-05-19 11:15:00,M_IDX,CLOSE_LONG,,,-178500.0,60.0
2026-05-19 11:15:00,HC_IDX,CLOSE_SHORT,,,2500.0,67.16
2026-05-19 11:15:00,C_IDX,OPEN_LONG,7.0,2350.0,,
2026-05-19 11:15:00,JM_IDX,OPEN_LONG,2.0,1252.5,,
2026-05-19 11:15:00,P_IDX,OPEN_LONG,1.0,9518.0,,
2026-05-19 11:15:00,SI_IDX,OPEN_SHORT,4.0,8425.0,,
2026-05-19 11:15:00,CF_IDX,OPEN_SHORT,2.0,16120.0,,
2026-05-19 13:10:00,JM_IDX,STOP_LOSS_LONG,,,-5400.0,81.735
2026-05-20 14:25:00,P_IDX,CLOSE_LONG,,,1210.0,24.8195
2026-05-20 14:25:00,Y_IDX,CLOSE_SHORT,,,-360.0,48.552
2026-05-20 14:25:00,SI_IDX,CLOSE_SHORT,,,168500.0,100.0
2026-05-20 14:25:00,CF_IDX,CLOSE_SHORT,,,-100.0,59.678
2026-05-20 14:25:00,Y_IDX,OPEN_LONG,2.0,8552.0,,
2026-05-20 14:25:00,FG_IDX,OPEN_LONG,9.0,1021.0,,
2026-05-20 14:25:00,RU_IDX,OPEN_SHORT,1.0,17770.0,,
2026-05-20 14:25:00,ZN_IDX,OPEN_SHORT,1.0,24675.0,,
2026-05-20 14:25:00,TA_IDX,OPEN_SHORT,6.0,6336.0,,
2026-05-20 21:10:00,TA_IDX,STOP_LOSS_SHORT,,,-2040.0,71.5272
2026-05-21 06:25:00,C_IDX,STOP_LOSS_LONG,,,-1680.0,76.5128
2026-05-21 13:40:00,FG_IDX,STOP_LOSS_LONG,,,-2160.0,198.162
2026-05-22 09:15:00,ZN_IDX,STOP_LOSS_SHORT,,,-1375.0,28.7425
2026-05-22 10:00:00,Y_IDX,CLOSE_LONG,,,120.0,48.558
2026-05-22 10:00:00,RU_IDX,CLOSE_SHORT,,,700.0,64.16
2026-05-22 10:00:00,ZN_IDX,OPEN_LONG,1.0,24960.0,,
2026-05-22 10:00:00,AL_IDX,OPEN_LONG,1.0,24635.0,,
2026-05-22 10:00:00,Y_IDX,OPEN_SHORT,2.0,8558.0,,
2026-05-22 10:00:00,HC_IDX,OPEN_SHORT,5.0,3418.0,,
2026-05-22 10:00:00,CF_IDX,OPEN_SHORT,2.0,16095.0,,
2026-05-22 13:40:00,ZN_IDX,CLOSE_LONG,,,-325.0,28.73425
2026-05-22 13:40:00,AL_IDX,CLOSE_LONG,,,-475.0,28.681
2026-05-22 13:40:00,Y_IDX,CLOSE_SHORT,,,80.0,48.554
2026-05-22 13:40:00,CF_IDX,CLOSE_SHORT,,,400.0,59.633
2026-05-22 13:40:00,Y_IDX,OPEN_LONG,2.0,8554.0,,
2026-05-22 13:40:00,M_IDX,OPEN_LONG,6.0,3006.0,,
2026-05-22 13:40:00,P_IDX,OPEN_LONG,2.0,9621.0,,
2026-05-22 13:40:00,C_IDX,OPEN_LONG,8.0,2338.0,,
2026-05-22 13:40:00,AL_IDX,OPEN_SHORT,1.0,24540.0,,
2026-05-22 21:15:00,P_IDX,STOP_LOSS_LONG,,,-2460.0,49.498000000000005
