symbol,track,entry_time,exit_time,side,lots,entry_price,exit_price,entry_fee,exit_fee,slippage_cost,gross_pnl,net_pnl,exit_reason,holding_bars,regime
AG_IDX,real,2025-12-06 00:00:00,2025-12-06 00:00:00,SHORT,1,13871.0,13798.8,10.40325,10.3491,30.0,1083.000000000011,1062.247650000011,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2025-12-08 09:30:00,2025-12-08 10:45:00,LONG,1,13676.0,13568.6,10.257,10.17645,30.0,-1610.9999999999945,-1631.4334499999945,take_profit_sma5,4,REAL_HISTORY
AG_IDX,real,2025-12-09 23:00:00,2025-12-09 23:00:00,SHORT,1,13873.0,13841.2,10.40475,10.3809,30.0,476.9999999999891,456.2143499999891,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2025-12-10 00:30:00,2025-12-10 00:45:00,SHORT,1,14112.0,14108.8,10.584,10.5816,30.0,48.000000000010914,26.83440000001091,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2025-12-10 10:30:00,2025-12-10 10:30:00,SHORT,2,14299.0,14301.0,21.448500000000003,21.4515,60.0,-60.0,-102.89999999999999,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2025-12-10 23:15:00,2025-12-10 23:30:00,LONG,1,14127.0,14155.0,10.59525,10.61625,30.0,420.0,398.7885,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2025-12-12 23:45:00,2025-12-13 00:15:00,LONG,1,14701.0,14423.035714285714,11.02575,10.817276785714286,30.0,-4169.4642857142935,-4191.307312500007,stop,2,REAL_HISTORY
AG_IDX,real,2025-12-13 01:00:00,2025-12-13 01:15:00,LONG,1,14342.0,14370.0,10.7565,10.7775,30.0,420.0,398.466,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2025-12-17 22:30:00,2025-12-17 22:45:00,LONG,1,15289.0,15368.8,11.466750000000001,11.5266,30.0,1196.999999999989,1174.0066499999891,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2025-12-20 00:15:00,2025-12-20 01:45:00,SHORT,1,15584.0,15714.2,11.688,11.78565,30.0,-1953.000000000011,-1976.473650000011,take_profit_sma5,6,REAL_HISTORY
AG_IDX,real,2025-12-22 10:00:00,2025-12-22 13:30:00,SHORT,1,16062.0,16166.2,12.0465,12.12465,30.0,-1563.000000000011,-1587.1711500000108,take_profit_sma5,5,REAL_HISTORY
AG_IDX,real,2025-12-22 23:30:00,2025-12-22 23:30:00,LONG,1,16146.0,16169.0,12.1095,12.126750000000001,30.0,345.0,320.76374999999996,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2025-12-23 21:30:00,2025-12-23 21:45:00,SHORT,1,16809.0,16751.0,12.60675,12.56325,30.0,870.0,844.8299999999999,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2025-12-26 09:30:00,2025-12-26 09:45:00,SHORT,1,18408.0,18356.2,13.806000000000001,13.76715,30.0,776.9999999999891,749.426849999989,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2025-12-29 22:00:00,2025-12-29 22:45:00,LONG,1,17884.0,17685.0,13.413,13.26375,30.0,-2985.0,-3011.67675,take_profit_sma5,3,REAL_HISTORY
AG_IDX,real,2025-12-31 11:15:00,2025-12-31 13:30:00,LONG,1,17713.0,17147.35714285714,13.28475,12.860517857142858,30.0,-8484.64285714288,-8510.788125000025,stop,1,REAL_HISTORY
AG_IDX,real,2026-01-06 00:00:00,2026-01-06 00:00:00,SHORT,1,18827.0,18800.2,14.12025,14.100150000000001,30.0,401.9999999999891,373.7795999999891,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-06 10:45:00,2026-01-06 11:15:00,SHORT,1,19173.0,19558.10714285714,14.379750000000001,14.668580357142856,30.0,-5776.6071428571195,-5805.655473214262,stop,2,REAL_HISTORY
AG_IDX,real,2026-01-08 09:45:00,2026-01-08 09:45:00,SHORT,1,19357.0,19274.6,14.517750000000001,14.455950000000001,30.0,1236.0000000000218,1207.0263000000218,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-08 14:00:00,2026-01-08 14:30:00,LONG,1,18486.0,18426.8,13.864500000000001,13.8201,30.0,-888.0000000000109,-915.684600000011,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-01-09 23:15:00,2026-01-09 23:15:00,SHORT,1,19341.0,19332.2,14.50575,14.49915,30.0,131.9999999999891,102.99509999998908,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-12 11:00:00,2026-01-12 11:00:00,SHORT,1,20466.0,20430.6,15.3495,15.32295,30.0,531.0000000000218,500.3275500000218,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-13 14:00:00,2026-01-13 14:15:00,LONG,1,21155.0,21105.6,15.86625,15.8292,30.0,-741.0000000000218,-772.6954500000219,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-01-13 14:30:00,2026-01-13 14:30:00,LONG,1,21024.0,21056.6,15.768,15.79245,30.0,488.9999999999782,457.43954999997817,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-22 09:30:00,2026-01-22 09:30:00,LONG,1,22688.0,22815.4,17.016000000000002,17.11155,30.0,1911.0000000000218,1876.8724500000217,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-22 22:15:00,2026-01-22 23:00:00,SHORT,1,23256.0,23335.8,17.442,17.50185,30.0,-1196.999999999989,-1231.9438499999892,take_profit_sma5,3,REAL_HISTORY
AG_IDX,real,2026-01-26 11:00:00,2026-01-26 11:00:00,SHORT,1,27509.0,27437.0,20.63175,20.57775,30.0,1080.0,1038.7905,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-29 14:45:00,2026-01-29 14:45:00,SHORT,1,31205.0,30949.4,23.403750000000002,23.21205,30.0,3833.999999999978,3787.384199999978,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-01-29 22:00:00,2026-01-29 22:30:00,SHORT,1,31600.0,31920.8,23.700000000000003,23.9406,30.0,-4811.999999999989,-4859.640599999989,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-02-03 09:45:00,2026-02-03 09:45:00,SHORT,1,21981.0,21567.4,16.48575,16.17555,30.0,6203.999999999978,6171.338699999978,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-02-06 23:15:00,2026-02-06 23:15:00,SHORT,1,19522.0,19388.8,14.6415,14.5416,30.0,1998.000000000011,1968.816900000011,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-02-09 14:15:00,2026-02-09 14:15:00,SHORT,1,20879.0,20830.4,15.65925,15.622800000000002,30.0,728.9999999999782,697.7179499999781,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-02-25 14:00:00,2026-02-25 14:00:00,SHORT,1,23117.0,22998.6,17.33775,17.24895,30.0,1776.0000000000218,1741.413300000022,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-02-26 09:30:00,2026-02-26 10:00:00,LONG,1,22980.0,22917.4,17.235,17.18805,30.0,-938.9999999999782,-973.4230499999782,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-03-09 14:00:00,2026-03-09 14:30:00,SHORT,1,21670.0,21673.8,16.2525,16.25535,30.0,-56.999999999989086,-89.50784999998908,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-03-11 22:00:00,2026-03-11 22:00:00,LONG,1,21790.0,21877.2,16.3425,16.4079,30.0,1308.000000000011,1275.249600000011,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-03-13 14:15:00,2026-03-13 14:30:00,LONG,1,21373.0,21028.071428571428,16.02975,15.771053571428572,30.0,-5173.928571428587,-5205.729375000015,stop,1,REAL_HISTORY
AG_IDX,real,2026-03-13 22:30:00,2026-03-13 22:45:00,LONG,1,21003.0,20939.0,15.75225,15.70425,30.0,-960.0,-991.4565,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-03-14 00:30:00,2026-03-14 00:30:00,LONG,1,20431.0,20471.4,15.323250000000002,15.35355,30.0,606.0000000000218,575.3232000000218,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-03-17 01:30:00,2026-03-17 01:30:00,SHORT,1,20465.0,20408.4,15.34875,15.3063,30.0,848.9999999999782,818.3449499999782,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-03-18 21:30:00,2026-03-18 22:00:00,LONG,1,19092.0,19259.0,14.319,14.44425,30.0,2505.0,2476.23675,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-03-19 21:00:00,2026-03-19 21:00:00,LONG,1,16719.0,16223.892857142857,12.539250000000001,12.167919642857143,30.0,-7426.607142857147,-7451.314312500003,stop,0,REAL_HISTORY
AG_IDX,real,2026-04-01 01:00:00,2026-04-01 01:30:00,SHORT,1,18821.0,18835.0,14.11575,14.12625,30.0,-210.0,-238.242,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-04-01 09:00:00,2026-04-01 09:15:00,SHORT,1,18998.0,18942.0,14.2485,14.2065,30.0,840.0,811.545,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-04-14 21:30:00,2026-04-14 22:00:00,SHORT,1,19265.0,19489.035714285714,14.44875,14.616776785714285,30.0,-3360.5357142857065,-3389.6012410714206,stop,2,REAL_HISTORY
AG_IDX,real,2026-04-14 22:45:00,2026-04-14 23:00:00,SHORT,1,19594.0,19568.0,14.695500000000001,14.676,30.0,390.0,360.62850000000003,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-04-15 00:00:00,2026-04-15 00:45:00,SHORT,1,19625.0,19683.6,14.71875,14.7627,30.0,-878.9999999999782,-908.4814499999782,take_profit_sma5,3,REAL_HISTORY
AG_IDX,real,2026-04-16 01:00:00,2026-04-16 01:15:00,LONG,1,19700.0,19695.6,14.775,14.771700000000001,30.0,-66.00000000002183,-95.54670000002183,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-04-16 22:15:00,2026-04-16 23:00:00,LONG,1,19584.0,19573.2,14.688,14.6799,30.0,-161.9999999999891,-191.36789999998908,take_profit_sma5,3,REAL_HISTORY
AG_IDX,real,2026-04-20 09:30:00,2026-04-20 09:45:00,LONG,1,19936.0,20042.4,14.952,15.0318,30.0,1596.0000000000218,1566.0162000000219,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-04-21 14:15:00,2026-04-21 14:30:00,LONG,1,19657.0,19673.2,14.742750000000001,14.754900000000001,30.0,243.0000000000109,213.50235000001092,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-04-28 21:30:00,2026-04-28 21:30:00,LONG,1,17889.0,17962.6,13.41675,13.471950000000001,30.0,1103.9999999999782,1077.111299999978,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-04-28 22:30:00,2026-04-28 22:30:00,LONG,1,17868.0,17897.0,13.401,13.42275,30.0,435.0,408.17625,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-04-29 01:45:00,2026-04-29 01:45:00,SHORT,2,18051.0,18026.8,27.076500000000003,27.040200000000002,60.0,726.0000000000218,671.8833000000218,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-04-30 09:45:00,2026-04-30 10:30:00,SHORT,1,18025.0,18015.2,13.51875,13.5114,30.0,146.9999999999891,119.96984999998908,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-05-06 09:45:00,2026-05-06 10:30:00,SHORT,1,18555.0,18524.0,13.91625,13.893,30.0,465.0,437.19075,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-05-06 21:30:00,2026-05-06 22:00:00,SHORT,1,19091.0,19136.8,14.31825,14.3526,30.0,-686.9999999999891,-715.6708499999892,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-05-09 01:15:00,2026-05-09 01:15:00,LONG,1,19734.0,19771.8,14.800500000000001,14.828850000000001,30.0,566.9999999999891,537.370649999989,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-05-14 00:30:00,2026-05-14 00:30:00,SHORT,1,21999.0,21916.8,16.49925,16.4376,30.0,1233.000000000011,1200.0631500000109,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-05-15 21:30:00,2026-05-15 22:00:00,LONG,1,18915.0,18824.6,14.186250000000001,14.118450000000001,30.0,-1356.0000000000218,-1384.3047000000217,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-05-16 01:45:00,2026-05-16 01:45:00,SHORT,1,18931.0,18881.6,14.19825,14.161200000000001,30.0,741.0000000000218,712.6405500000218,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-05-21 21:15:00,2026-05-21 21:15:00,LONG,1,18330.0,18351.4,13.7475,13.76355,30.0,321.0000000000218,293.4889500000218,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-05-27 23:15:00,2026-05-27 23:30:00,LONG,1,18091.0,18104.0,13.56825,13.578000000000001,30.0,195.0,167.85375,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-05-28 22:30:00,2026-05-28 23:00:00,SHORT,1,18102.0,18108.6,13.576500000000001,13.58145,30.0,-98.99999999997817,-126.15794999997817,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-06-02 09:30:00,2026-06-02 09:30:00,SHORT,1,18299.0,18221.0,13.724250000000001,13.665750000000001,30.0,1170.0,1142.6100000000001,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-06-05 23:30:00,2026-06-05 23:30:00,LONG,1,16727.0,16745.2,12.545250000000001,12.558900000000001,30.0,273.0000000000109,247.8958500000109,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-06-10 01:00:00,2026-06-10 01:00:00,LONG,1,15551.0,15591.0,11.66325,11.69325,30.0,600.0,576.6435,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-06-18 02:00:00,2026-06-18 02:00:00,SHORT,1,17145.0,16962.2,12.85875,12.72165,30.0,2741.999999999989,2716.4195999999893,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-06-18 11:15:00,2026-06-18 13:30:00,LONG,1,16501.0,16554.0,12.37575,12.4155,30.0,795.0,770.20875,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-06-23 14:15:00,2026-06-23 14:15:00,LONG,1,15064.0,15085.4,11.298,11.31405,30.0,320.99999999999454,298.38794999999453,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-06-23 21:30:00,2026-06-23 21:30:00,LONG,1,14951.0,14981.0,11.21325,11.235750000000001,30.0,450.0,427.551,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-06-24 14:30:00,2026-06-24 14:45:00,SHORT,1,14971.0,14950.4,11.228250000000001,11.2128,30.0,309.00000000000546,286.55895000000544,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-06-25 22:45:00,2026-06-25 23:00:00,SHORT,1,14101.0,14070.0,10.575750000000001,10.5525,30.0,465.0,443.87174999999996,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-07-01 22:00:00,2026-07-01 22:30:00,SHORT,1,14693.0,14747.2,11.01975,11.060400000000001,30.0,-813.0000000000109,-835.0801500000109,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-07-08 09:30:00,2026-07-08 10:00:00,LONG,2,14666.0,14660.0,21.999000000000002,21.990000000000002,60.0,-180.0,-223.989,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-07-09 23:15:00,2026-07-09 23:15:00,SHORT,1,14704.0,14698.2,11.028,11.02365,30.0,86.99999999998909,64.94834999998908,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-10 00:45:00,2026-07-10 00:45:00,SHORT,2,14770.0,14751.4,22.155,22.127100000000002,60.0,558.0000000000109,513.7179000000109,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-13 11:00:00,2026-07-13 11:00:00,LONG,1,14273.0,14271.0,10.70475,10.70325,30.0,-30.0,-51.408,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-15 10:30:00,2026-07-15 10:30:00,LONG,2,14278.0,14327.0,21.417,21.4905,60.0,1470.0,1427.0925,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-15 23:30:00,2026-07-15 23:45:00,LONG,2,14091.0,14114.6,21.1365,21.1719,60.0,708.0000000000109,665.6916000000109,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-07-16 22:00:00,2026-07-16 22:00:00,LONG,1,13579.0,13601.0,10.18425,10.200750000000001,30.0,330.0,309.61499999999995,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-17 11:00:00,2026-07-17 11:00:00,LONG,2,13349.0,13397.8,20.023500000000002,20.096700000000002,60.0,1463.9999999999782,1423.879799999978,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-17 22:15:00,2026-07-17 22:30:00,SHORT,1,13585.0,13577.0,10.18875,10.18275,30.0,120.0,99.6285,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-07-18 00:00:00,2026-07-18 00:00:00,SHORT,1,13670.0,13657.4,10.252500000000001,10.24305,30.0,189.00000000000546,168.50445000000545,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-21 11:00:00,2026-07-21 14:00:00,SHORT,1,14099.0,14269.642857142857,10.574250000000001,10.702232142857143,30.0,-2559.6428571428532,-2580.9193392857105,stop,4,REAL_HISTORY
AG_IDX,real,2026-07-24 22:15:00,2026-07-24 22:15:00,SHORT,1,14286.0,14264.4,10.714500000000001,10.6983,30.0,324.00000000000546,302.58720000000545,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-24 22:45:00,2026-07-24 22:45:00,SHORT,1,14332.0,14319.8,10.749,10.73985,30.0,183.0000000000109,161.51115000001093,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-28 09:00:00,2026-07-28 09:00:00,LONG,3,14171.0,14068.214285714286,31.88475,31.653482142857143,90.0,-4625.3571428571195,-4688.895374999976,stop,0,REAL_HISTORY
AG_IDX,real,2026-07-28 10:30:00,2026-07-28 10:30:00,LONG,1,14031.0,14033.0,10.52325,10.524750000000001,30.0,30.0,8.951999999999998,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-07-29 22:15:00,2026-07-29 22:15:00,LONG,1,13978.0,14000.6,10.483500000000001,10.50045,30.0,339.00000000000546,318.01605000000546,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-08-04 10:00:00,2026-08-04 10:30:00,SHORT,2,14318.0,14312.4,21.477,21.468600000000002,60.0,168.0000000000109,125.0544000000109,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-08-06 00:15:00,2026-08-06 00:15:00,LONG,1,15165.0,15211.8,11.373750000000001,11.408850000000001,30.0,701.9999999999891,679.2173999999891,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-08-10 15:30:00,2026-08-10 15:45:00,SHORT,1,15772.0,15789.0,11.829,11.841750000000001,30.0,-255.0,-278.67075,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-08-11 13:30:00,2026-08-11 14:00:00,LONG,1,15901.0,15844.0,11.92575,11.883000000000001,30.0,-855.0,-878.80875,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-08-13 22:30:00,2026-08-13 22:30:00,LONG,1,15797.0,15837.4,11.847750000000001,11.87805,30.0,605.9999999999945,582.2741999999945,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-08-14 22:00:00,2026-08-14 22:30:00,SHORT,1,15966.0,15993.6,11.9745,11.9952,30.0,-414.00000000000546,-437.96970000000545,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-08-19 09:00:00,2026-08-19 09:15:00,LONG,2,15469.0,15349.607142857143,23.203500000000002,23.024410714285718,60.0,-3581.7857142857065,-3628.0136249999923,stop,1,REAL_HISTORY
AG_IDX,real,2026-08-19 15:30:00,2026-08-19 21:00:00,SHORT,1,16011.0,15840.0,12.00825,11.88,30.0,2565.0,2541.11175,take_profit_sma5,2,REAL_HISTORY
AG_IDX,real,2026-08-20 09:00:00,2026-08-20 09:00:00,SHORT,1,16220.0,16222.0,12.165000000000001,12.166500000000001,30.0,-30.0,-54.3315,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-08-20 15:30:00,2026-08-20 15:45:00,SHORT,1,16719.0,16613.0,12.539250000000001,12.459750000000001,30.0,1590.0,1565.001,take_profit_sma5,1,REAL_HISTORY
AG_IDX,real,2026-08-20 21:30:00,2026-08-20 21:30:00,LONG,1,16277.0,16446.8,12.20775,12.3351,30.0,2546.999999999989,2522.4571499999893,take_profit_sma5,0,REAL_HISTORY
AG_IDX,real,2026-08-24 09:45:00,2026-08-24 09:45:00,LONG,1,16724.0,16772.6,12.543000000000001,12.57945,30.0,728.9999999999782,703.8775499999782,take_profit_sma5,0,REAL_HISTORY
AG_IDX,synthetic,2015-01-04 16:45:00,2015-01-04 16:45:00,SHORT,1,8637.0,8603.0,6.47775,6.45225,30.0,510.0,497.07,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-05 10:30:00,2015-01-05 10:30:00,LONG,2,8018.0,8019.6,12.027000000000001,12.0294,60.0,48.000000000010914,23.94360000001091,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-05 15:15:00,2015-01-05 15:15:00,SHORT,2,8013.0,7959.2,12.0195,11.9388,60.0,1614.0000000000055,1590.0417000000054,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-05 21:15:00,2015-01-05 21:15:00,SHORT,2,8000.0,7989.2,12.0,11.9838,60.0,324.00000000000546,300.0162000000055,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-05 22:45:00,2015-01-05 22:45:00,SHORT,2,8024.0,8021.6,12.036000000000001,12.0324,60.0,71.99999999998909,47.93159999998908,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-08 02:00:00,2015-01-08 02:00:00,LONG,1,9354.0,9378.4,7.0155,7.0338,30.0,365.99999999999454,351.9506999999946,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-14 14:45:00,2015-01-14 15:00:00,SHORT,2,7979.0,7975.4,11.9685,11.9631,60.0,108.00000000001091,84.06840000001091,take_profit_sma5,1,BULL_TREND
AG_IDX,synthetic,2015-01-16 23:30:00,2015-01-17 00:00:00,SHORT,1,8358.0,8392.8,6.2685,6.2946,30.0,-521.9999999999891,-534.563099999989,take_profit_sma5,2,BULL_TREND
AG_IDX,synthetic,2015-01-17 01:30:00,2015-01-17 01:45:00,SHORT,2,8457.0,8458.2,12.685500000000001,12.687300000000002,60.0,-36.00000000002183,-61.37280000002183,take_profit_sma5,1,BULL_TREND
AG_IDX,synthetic,2015-01-18 17:00:00,2015-01-18 17:00:00,LONG,2,8025.0,8029.8,12.037500000000001,12.0447,60.0,144.00000000000546,119.91780000000546,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-21 15:15:00,2015-01-21 15:45:00,SHORT,1,8338.0,8356.0,6.253500000000001,6.267,30.0,-270.0,-282.52049999999997,take_profit_sma5,2,BULL_TREND
AG_IDX,synthetic,2015-01-21 19:15:00,2015-01-21 19:15:00,SHORT,2,8529.0,8507.8,12.7935,12.7617,60.0,636.0000000000218,610.4448000000218,take_profit_sma5,0,BULL_TREND
AG_IDX,synthetic,2015-01-22 21:30:00,2015-01-22 21:30:00,LONG,2,8516.0,8541.6,12.774000000000001,12.8124,60.0,768.0000000000109,742.4136000000109,take_profit_sma5,0,BULL_TREND
