run_id,symbol,raw_rows,start_time,end_time,zero_volume_fraction,segment_count,status,reason
9b08fcd7a77b4975a41a7620202b2663,AP_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
9b08fcd7a77b4975a41a7620202b2663,CJ_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
9b08fcd7a77b4975a41a7620202b2663,EC_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,616,INCLUDED,
