run_id,symbol,raw_rows,start_time,end_time,zero_volume_fraction,segment_count,status,reason
7b47ae7caad5477caf631c25b53aacf4,AD_IDX,18329,2025-10-16T21:05:00,2026-08-13T15:00:00,0.00027279175077745646,992,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,AG_IDX,22092,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,809,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,AL_IDX,18546,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,AO_IDX,18546,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,AP_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,AU_IDX,22092,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,A_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,BB_IDX,7245,2025-10-16T09:05:00,2026-08-11T15:00:00,0.8379572118702554,6776,EXCLUDED,ZERO_VOLUME_FRACTION
7b47ae7caad5477caf631c25b53aacf4,BC_IDX,18545,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0001617686708007549,809,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,BR_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,BU_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,BZ_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0005065856129685917,816,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,B_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,CF_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,CJ_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,CS_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,CU_IDX,18546,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,CY_IDX,13812,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,809,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,C_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,EB_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,EC_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,616,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,EG_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,FB_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.09350935093509351,2012,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,FG_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,FU_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,804,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,HC_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,IC_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,404,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,IF_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,404,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,IH_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,404,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,IM_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,404,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,I_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,JD_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,JM_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,J_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,L-F_IDX,12930,2025-10-30T21:05:00,2026-08-13T15:00:00,0.017092034029389018,1174,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,LC_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,615,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,LG_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,LH_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,606,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,LU_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,L_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,MA_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,M_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,NI_IDX,18546,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,NR_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
7b47ae7caad5477caf631c25b53aacf4,OI_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,803,INCLUDED,
